id,callingPartyNumber,originalCalledPartyNumber,duration
7279,b001179476211001,7777,17
7280,b001179556911001,7777,17
7281,b001179556911001,7777,17
7282,b001179566811001,7777,36
7283,b001179566811001,7777,36
7284,1011,1008,6
7285,b001179566811001,7777,5
7286,b001179566811001,7777,5
7287,3982,1031,291
7288,b001179530111001,7777,291
7289,b001179530111001,7777,291
7290,b001179520711001,7777,291
7291,b001179520711001,7777,291
7292,1707,1044,2
7293,b001179459611001,7777,1
7294,b001179459611001,7777,1
7295,1902,1412,64
7296,b001179556711001,7777,63
7297,b001179556711001,7777,63
7298,b001179476811001,7777,63
7299,b001179476811001,7777,63
7300,1046,1804,16
7301,b001179514211001,7777,16
7302,b001179514211001,7777,16
7303,b001179526211001,7777,16
7304,b001179526211001,7777,16
7305,1046,1425,2
7306,b001179514211001,7777,2
7307,b001179514211001,7777,1
7308,1032,536682221,132
7309,b001179524311001,7777,132
7310,b001179524311001,7777,132
7311,558877295,91,87
7312,b001179566811001,7777,16
7313,b001179566811001,7777,16
7314,1009,1910,31
7315,b001179534711001,7777,30
7316,b001179534711001,7777,30
7317,533925123,99,43
7318,581076349,99,44
7319,1610,1806,6
7320,b001179556911001,7777,6
7321,b001179556911001,7777,5
7322,1421,1000,34
7323,b001179559911001,7777,34
7324,b001179559911001,7777,33
7325,b001179484011001,7777,34
7326,b001179484011001,7777,33
7327,581076349,99,17
7328,1617,1037,161
7329,b002179164211001,7777,160
7330,b002179164211001,7777,160
7331,b001179566911001,7777,160
7332,b001179566911001,7777,160
7333,,99,28
7334,b001179533011001,7777,90
7335,b001179533011001,7777,89
7336,1000,1030,34
7337,b001179541111001,7777,34
7338,b001179541111001,7777,34
7339,b001179559911001,7777,35
7340,b001179559911001,7777,35
7341,2925,1036,52
7342,b001179516011001,7777,52
7343,b001179516011001,7777,52
7344,1005,1409,6
7345,b001179554911001,7777,6
7346,b001179554911001,7777,6
7347,1910,1009,53
7348,b001179534711001,7777,53
7349,b001179534711001,7777,52
7350,533925123,90,112
7351,b001179564911001,7777,112
7352,b001179564911001,7777,112
7353,1409,1022,97
7354,b001179514611001,7777,96
7355,b001179514611001,7777,96
7356,b001179468211001,7777,96
7357,b001179468211001,7777,96
7358,1021,1030,54
7359,b001179556011001,7777,54
7360,b001179556011001,7777,53
7361,b001179541111001,7777,54
7362,b001179541111001,7777,53
7363,541188175,99,27
7364,550342551,90,113
7365,b001179564911001,7777,113
7366,b001179564911001,7777,112
7367,1219,1912,3
7368,b001179468511001,7777,3
7369,b001179468511001,7777,3
7370,b001179566811001,7777,48
7371,b001179566811001,7777,48
7372,553811925,91,75
7373,b001179566811001,7777,10
7374,b001179566811001,7777,10
7375,558877295,99,24
7376,2925,1009,62
7377,b001179534711001,7777,61
7378,b001179534711001,7777,61
7379,1214,1407,207
7380,b001179462011001,7777,206
7381,b001179462011001,7777,206
7382,b001179470911001,7777,206
7383,b001179470911001,7777,206
7384,1505,591171344,138
7385,b001179567911001,7777,138
7386,b001179567911001,7777,137
7387,1000,1030,1
7388,b001179559911001,7777,1
7389,b001179559911001,7777,1
7390,9.72E+11,99,12
7391,9.72E+11,99,20
7392,1029,1608,25
7393,b001179564911001,7777,24
7394,b001179564911001,7777,24
7395,b002179164211001,7777,24
7396,b002179164211001,7777,24
7397,548662217,99,14
7398,1010,114710055,40
7399,b001179567611001,7777,39
7400,b001179567611001,7777,39
7401,1017,538125210,63
7402,b001179514911001,7777,63
7403,b001179514911001,7777,63
7404,,99,34
7405,1046,1425,14
7406,b001179514211001,7777,13
7407,b001179514211001,7777,13
7408,b001179475011001,7777,13
7409,b001179475011001,7777,13
7410,1617,1407,90
7411,b002179164211001,7777,90
7412,b002179164211001,7777,90
7413,b001179470911001,7777,90
7414,b001179470911001,7777,89
7415,b001179566811001,7777,2
7416,b001179566811001,7777,2
7417,1030,1015,3
7418,b001179541111001,7777,2
7419,b001179541111001,7777,2
7420,558877295,91,155
7421,1214,1407,128
7422,b001179462011001,7777,128
7423,b001179462011001,7777,128
7424,b001179470911001,7777,128
7425,b001179470911001,7777,128
7426,1046,1600,40
7427,b001179470011001,7777,40
7428,b001179470011001,7777,40
7429,b001179514211001,7777,40
7430,b001179514211001,7777,40
7431,1806,1216,76
7432,b001179476211001,7777,75
7433,b001179476211001,7777,75
7434,b001179475811001,7777,76
7435,b001179475811001,7777,75
7436,546157896,99,40
7437,1707,1017,72
7438,b001179459611001,7777,72
7439,b001179459611001,7777,72
7440,b001179514911001,7777,72
7441,b001179514911001,7777,72
7442,1501,1017,18
7443,b001179514911001,7777,17
7444,b001179514911001,7777,17
7445,b001179460211001,7777,17
7446,b001179460211001,7777,17
7447,4.48E+11,1013,184
7448,b001179515911001,7777,184
7449,b001179515911001,7777,184
7450,1421,1030,1
7451,b001179484011001,7777,1
7452,1910,1009,38
7453,b001179534711001,7777,38
7454,b001179534711001,7777,38
7455,1015,1049,141
7456,b001179533211001,7777,141
7457,b001179533211001,7777,141
7458,b001179537211001,7777,141
7459,b001179537211001,7777,141
7460,1421,1912,1
7461,b001179484011001,7777,1
7462,b001179484011001,7777,1
7463,1610,1806,82
7464,b001179476211001,7777,82
7465,b001179476211001,7777,81
7466,b001179556911001,7777,81
7467,b001179556911001,7777,81
7468,1951,1950,8
7469,b001179522111001,7777,8
7470,b001179522111001,7777,8
7471,b001179564811001,7777,8
7472,b001179564811001,7777,8
7473,1102,1616,7
7474,b001179515011001,7777,7
7475,b001179515011001,7777,7
7476,b001179559911001,7777,34
7477,b001179559911001,7777,33
7478,1902,1414,198
7479,b001179473611001,7777,197
7480,b001179473611001,7777,197
7481,b001179476811001,7777,197
7482,b001179476811001,7777,197
7483,4.48E+11,90,73
7484,1000,1021,22
7485,b001179556011001,7777,21
7486,b001179556011001,7777,21
7487,b001179559911001,7777,21
7488,b001179559911001,7777,21
7489,1017,551134988,67
7490,b001179514911001,7777,67
7491,b001179514911001,7777,66
7492,1017,557902825,139
7493,b001179514911001,7777,138
7494,b001179514911001,7777,138
7495,1123,1902,17
7496,b001179476811001,7777,17
7497,b001179476811001,7777,17
7498,b001179512311001,7777,16
7499,b001179512311001,7777,16
7500,1425,1425,5
7501,b001179475011001,7777,6
7502,b001179475011001,7777,6
7503,2925,1009,3
7504,1904,1614,219
7505,b002179164511001,7777,219
7506,b002179164511001,7777,219
7507,b001179469911001,7777,219
7508,b001179469911001,7777,219
7509,1016,1409,182
7510,b001179468211001,7777,181
7511,b001179468211001,7777,181
7512,b001179515211001,7777,181
7513,b001179515211001,7777,181
7514,4.48E+11,1021,157
7515,b001179556011001,7777,157
7516,b001179556011001,7777,157
7517,1009,1036,27
7518,b001179534711001,7777,26
7519,b001179534711001,7777,26
7520,b001179516011001,7777,26
7521,b001179516011001,7777,26
7522,1950,1954,151
7523,b002179181011001,7777,151
7524,b002179181011001,7777,151
7525,b001179564811001,7777,151
7526,b001179564811001,7777,150
7527,15634825957,99,37
7528,1000,1804,20
7529,b001179559911001,7777,19
7530,b001179559911001,7777,19
7531,b001179526311001,7777,19
7532,b001179526311001,7777,19
7533,1000,1808,17
7534,b001179526211001,7777,17
7535,b001179526211001,7777,17
7536,b001179559911001,7777,17
7537,b001179559911001,7777,17
7538,1007,534034712,136
7539,b001179513711001,7777,135
7540,b001179513711001,7777,135
7541,1000,1419,29
7542,b001179559911001,7777,29
7543,b001179559911001,7777,28
7544,b001179466911001,7777,30
7545,b001179466911001,7777,29
7546,541188175,99,10
7547,1617,1037,209
7548,b002179164211001,7777,208
7549,b002179164211001,7777,208
7550,b001179566911001,7777,208
7551,b001179566911001,7777,208
7552,1001,1421,50
7553,b001179533011001,7777,49
7554,b001179533011001,7777,49
7555,b001179484011001,7777,49
7556,b001179484011001,7777,49
7557,1950,1951,7
7558,b001179564811001,7777,6
7559,b001179564811001,7777,6
7560,b001179522111001,7777,7
7561,b001179522111001,7777,7
7562,1425,508103875,354
7563,b001179475011001,7777,353
7564,b001179475011001,7777,353
7565,1009,2802,9
7566,b001179534711001,7777,8
7567,b001179534711001,7777,8
7568,541188175,90,123
7569,b001179559911001,7777,122
7570,b001179559911001,7777,122
7571,1000,1030,4
7572,b001179559911001,7777,3
7573,b001179559911001,7777,3
7574,,1808,376
7575,b001179526211001,7777,376
7576,b001179526211001,7777,375
7577,1950,1614,26
7578,b001179564811001,7777,25
7579,b001179564811001,7777,25
7580,b002179164511001,7777,26
7581,b002179164511001,7777,26
7582,1421,1030,194
7583,b001179484011001,7777,194
7584,b001179484011001,7777,194
7585,b001179541111001,7777,194
7586,b001179541111001,7777,194
7587,1046,114710055,13
7588,b001179514211001,7777,12
7589,b001179514211001,7777,12
7590,1017,2990,177
7591,b001179514911001,7777,176
7592,b001179514911001,7777,176
7593,1415,1904,331
7594,b001179469911001,7777,330
7595,b001179469911001,7777,330
7596,b001179469711001,7777,330
7597,b001179469711001,7777,330
7598,,99,75
7599,1003,4.48E+11,1644
7600,b001179515111001,7777,1643
7601,b001179515111001,7777,1643
7602,2980,1419,87
7603,b001179466911001,7777,86
7604,b001179466911001,7777,86
7605,1030,1000,18
7606,b001179541111001,7777,18
7607,b001179541111001,7777,18
7608,b001179559911001,7777,18
7609,b001179559911001,7777,18
7610,15634825957,1407,146
7611,b001179470911001,7777,145
7612,b001179470911001,7777,145
7613,1950,1017,9
7614,b001179564811001,7777,9
7615,b001179564811001,7777,8
7616,b001179514911001,7777,9
7617,b001179514911001,7777,8
7618,1009,1407,73
7619,b001179470911001,7777,72
7620,b001179470911001,7777,72
7621,b001179534711001,7777,72
7622,b001179534711001,7777,72
7623,1015,1049,40
7624,b001179537211001,7777,39
7625,b001179537211001,7777,39
7626,b001179533211001,7777,39
7627,b001179533211001,7777,39
7628,1950,1614,24
7629,b001179564811001,7777,24
7630,b001179564811001,7777,24
7631,b002179164511001,7777,24
7632,b002179164511001,7777,24
7633,546157896,99,9
7634,1809,1044,4
7635,b001179567811001,7777,3
7636,b001179567811001,7777,3
7637,504565110,99,28
7638,5001,3980,59
7639,b001179520611001,7777,59
7640,b001179520611001,7777,59
7641,b001179536811001,7777,58
7642,b001179536811001,7777,58
7643,1421,1001,2
7644,b001179484011001,7777,2
7645,b001179484011001,7777,2
7646,1009,500754411,41
7647,b001179534711001,7777,41
7648,b001179534711001,7777,41
7649,1806,1216,3
7650,b001179476211001,7777,2
7651,b001179476211001,7777,2
7652,1046,114710055,39
7653,b001179514211001,7777,38
7654,b001179514211001,7777,38
7655,4.42E+11,99,17
7656,1425,1046,5
7657,b001179475011001,7777,6
7658,b001179475011001,7777,6
7659,1011,1618,18
7660,b002179164211001,7777,18
7661,b002179164211001,7777,17
7662,b001179566811001,7777,18
7663,b001179566811001,7777,17
7664,4001,3981,9
7665,b001179566511001,7777,9
7666,b001179566511001,7777,8
7667,b001179546111001,7777,9
7668,b001179546111001,7777,8
7669,558877295,1040,94
7670,b001179559711001,7777,93
7671,b001179559711001,7777,93
7672,1005,1910,18
7673,b001179554911001,7777,17
7674,b001179554911001,7777,17
7675,1902,1123,597
7676,b001179476811001,7777,596
7677,b001179476811001,7777,596
7678,b001179512311001,7777,596
7679,b001179512311001,7777,596
7680,1001,1017,36
7681,b001179533011001,7777,35
7682,b001179533011001,7777,35
7683,b001179514911001,7777,35
7684,b001179514911001,7777,35
7685,1009,1409,6
7686,b001179534711001,7777,6
7687,b001179534711001,7777,6
7688,1040,1007,3
7689,b001179559711001,7777,3
7690,b001179559711001,7777,2
7691,1001,1040,33
7692,b001179533011001,7777,32
7693,b001179533011001,7777,32
7694,1716,1000,57
7695,b001179559911001,7777,57
7696,b001179559911001,7777,56
7697,b001179548211001,7777,56
7698,b001179548211001,7777,56
7699,1040,1009,79
7700,b001179559711001,7777,78
7701,b001179559711001,7777,78
7702,b001179534711001,7777,78
7703,b001179534711001,7777,78
7704,1904,1614,67
7705,b002179164511001,7777,66
7706,b002179164511001,7777,66
7707,b001179469911001,7777,66
7708,b001179469911001,7777,66
7709,1017,1030,6
7710,b001179514911001,7777,5
7711,b001179514911001,7777,5
7712,1027,535822496,28
7713,b001179531811001,7777,28
7714,b001179531811001,7777,28
7715,1421,1804,49
7716,b001179526311001,7777,48
7717,b001179526311001,7777,48
7718,b001179484011001,7777,49
7719,b001179484011001,7777,49
7720,1017,594884390,38
7721,b001179514911001,7777,38
7722,b001179514911001,7777,38
7723,4.48E+11,99,37
7724,1414,1421,44
7725,b001179473611001,7777,43
7726,b001179473611001,7777,43
7727,b001179484011001,7777,44
7728,b001179484011001,7777,43
7729,1046,1600,2
7730,b001179514211001,7777,2
7731,b001179514211001,7777,1
7732,b001179559911001,7777,54
7733,b001179559911001,7777,54
7734,4.48E+11,99,6
7735,1049,548662217,104
7736,b001179537211001,7777,104
7737,b001179537211001,7777,104
7738,504565110,99,3
7739,1040,1005,17
7740,b001179559711001,7777,16
7741,b001179559711001,7777,16
7742,b001179554911001,7777,16
7743,b001179554911001,7777,16
7744,2888,1950,40
7745,b001179564811001,7777,39
7746,b001179564811001,7777,39
7747,1425,1808,138
7748,b001179526211001,7777,137
7749,b001179526211001,7777,137
7750,b001179475011001,7777,137
7751,b001179475011001,7777,137
7752,3982,1036,2
7753,b001179520711001,7777,2
7754,b001179520711001,7777,2
7755,1000,1034,43
7756,b001179559911001,7777,42
7757,b001179559911001,7777,42
7758,b001179557711001,7777,42
7759,b001179557711001,7777,42
7760,1030,1407,200
7761,b001179470911001,7777,200
7762,b001179470911001,7777,200
7763,b001179541111001,7777,200
7764,b001179541111001,7777,200
7765,551134988,99,27
7766,1009,1409,26
7767,b001179534711001,7777,26
7768,b001179534711001,7777,26
7769,b001179468211001,7777,27
7770,b001179468211001,7777,27
7771,1610,1910,40
7772,b001179556911001,7777,40
7773,b001179556911001,7777,40
7774,1031,505375362,34
7775,b001179530111001,7777,33
7776,b001179530111001,7777,33
7777,1421,1030,125
7778,b001179484011001,7777,125
7779,b001179484011001,7777,125
7780,b001179541111001,7777,126
7781,b001179541111001,7777,126
7782,569253480,99,7
7783,1610,1001,48
7784,b001179556911001,7777,48
7785,b001179556911001,7777,48
7786,b001179533011001,7777,48
7787,b001179533011001,7777,48
7788,b001179559911001,7777,382
7789,b001179559911001,7777,381
7790,4.48E+11,99,55
7791,1007,1040,44
7792,b001179513711001,7777,43
7793,b001179513711001,7777,43
7794,b001179559711001,7777,44
7795,b001179559711001,7777,43
7796,1803,1215,4
7797,b001179477111001,7777,3
7798,b001179477111001,7777,3
7799,569253480,99,6
7800,1421,1030,78
7801,b001179484011001,7777,77
7802,b001179484011001,7777,77
7803,b001179541111001,7777,78
7804,b001179541111001,7777,78
7805,1950,1951,7
7806,b001179564811001,7777,6
7807,b001179564811001,7777,6
7808,b001179522111001,7777,6
7809,b001179522111001,7777,6
7810,1040,1007,40
7811,b001179559711001,7777,40
7812,b001179559711001,7777,39
7813,b001179513711001,7777,41
7814,b001179513711001,7777,40
7815,1504,1903,2
7816,b001179469511001,7777,1
7817,b001179469511001,7777,1
7818,1027,535822496,189
7819,b001179531811001,7777,189
7820,b001179531811001,7777,189
7821,1902,1422,25
7822,b001179476811001,7777,25
7823,b001179476811001,7777,24
7824,b001179470511001,7777,25
7825,b001179470511001,7777,24
7826,1007,1040,141
7827,b001179513711001,7777,141
7828,b001179513711001,7777,140
7829,b001179559711001,7777,141
7830,b001179559711001,7777,140
7831,1011,1040,31
7832,b001179559711001,7777,31
7833,b001179559711001,7777,31
7834,b001179566811001,7777,31
7835,b001179566811001,7777,31
7836,569253480,99,22
7837,1003,548926146,163
7838,b001179515111001,7777,162
7839,b001179515111001,7777,162
7840,548662217,99,12
7841,1806,1808,16
7842,b001179476211001,7777,16
7843,b001179476211001,7777,16
7844,b001179567611001,7777,433
7845,b001179567611001,7777,433
7846,1010,114560000,450
7847,1000,1421,58
7848,b001179559911001,7777,57
7849,b001179559911001,7777,57
7850,b001179484011001,7777,58
7851,b001179484011001,7777,58
7852,1001,1031,11
7853,b001179530111001,7777,10
7854,b001179530111001,7777,10
7855,b001179533011001,7777,10
7856,b001179533011001,7777,10
7857,1414,1030,3
7858,b001179473611001,7777,3
7859,b001179473611001,7777,3
7860,1902,539062829,328
7861,b001179476811001,7777,328
7862,b001179476811001,7777,328
7863,1009,500754411,112
7864,b001179534711001,7777,112
7865,b001179534711001,7777,112
7866,1425,1408,65
7867,b001179475011001,7777,64
7868,b001179475011001,7777,64
7869,b001179470311001,7777,65
7870,b001179470311001,7777,65
7871,1046,114710055,35
7872,b001179514211001,7777,34
7873,b001179514211001,7777,34
7874,1425,5001,884
7875,b001179475011001,7777,884
7876,b001179475011001,7777,884
7877,b001179536811001,7777,885
7878,b001179536811001,7777,885
7879,1421,1000,8
7880,b001179484011001,7777,8
7881,b001179484011001,7777,7
7882,b001179559911001,7777,8
7883,b001179559911001,7777,7
7884,1009,1021,269
7885,b001179556011001,7777,269
7886,b001179556011001,7777,269
7887,b001179534711001,7777,269
7888,b001179534711001,7777,269
7889,550342551,99,8
7890,1009,2925,53
7891,b001179534711001,7777,52
7892,b001179534711001,7777,52
7893,1950,1409,23
7894,b001179468211001,7777,22
7895,b001179468211001,7777,22
7896,b001179564811001,7777,23
7897,b001179564811001,7777,23
7898,1046,112277060,39
7899,b001179514211001,7777,38
7900,b001179514211001,7777,38
7901,1309,1703,11
7902,b001179471411001,7777,11
7903,b001179471411001,7777,10
7904,b001179460411001,7777,11
7905,b001179460411001,7777,10
7906,1910,1009,3
7907,1412,1407,4
7908,b001179470911001,7777,3
7909,b001179470911001,7777,3
7910,b001179556711001,7777,3
7911,b001179556711001,7777,3
7912,b001179556711001,7777,47
7913,b001179556711001,7777,46
7914,4.48E+11,1412,55
7915,1017,1902,253
7916,b001179514911001,7777,253
7917,b001179514911001,7777,252
7918,b001179476811001,7777,253
7919,b001179476811001,7777,252
7920,1018,1616,26
7921,b002179164211001,7777,26
7922,b002179164211001,7777,26
7923,b001179517311001,7777,26
7924,b001179517311001,7777,26
7925,1902,1030,43
7926,b001179476811001,7777,43
7927,b001179476811001,7777,43
7928,b001179541111001,7777,43
7929,b001179541111001,7777,43
7930,19030561466,99,2
7931,1023,114459444,101
7932,b001179513011001,7777,101
7933,b001179513011001,7777,101
7934,1009,1409,38
7935,b001179468211001,7777,38
7936,b001179468211001,7777,38
7937,b001179534711001,7777,38
7938,b001179534711001,7777,37
7939,1030,1009,3
7940,b001179541111001,7777,2
7941,b001179541111001,7777,2
7942,1409,1950,17
7943,b001179468211001,7777,17
7944,b001179468211001,7777,17
7945,b001179564811001,7777,17
7946,b001179564811001,7777,17
7947,1000,1421,35
7948,b001179559911001,7777,34
7949,b001179559911001,7777,34
7950,b001179484011001,7777,34
7951,b001179484011001,7777,34
7952,1000,1030,15
7953,b001179559911001,7777,15
7954,b001179559911001,7777,14
7955,b001179541111001,7777,15
7956,b001179541111001,7777,14
7957,1403,1030,71
7958,b001179465011001,7777,71
7959,b001179465011001,7777,71
7960,b001179541111001,7777,72
7961,b001179541111001,7777,72
7962,1506,1010,23
7963,b001179567611001,7777,22
7964,b001179567611001,7777,22
7965,b001179460811001,7777,22
7966,b001179460811001,7777,22
7967,1009,1409,13
7968,b001179468211001,7777,13
7969,b001179468211001,7777,13
7970,b001179534711001,7777,13
7971,b001179534711001,7777,13
7972,1703,1918,49
7973,b001179464511001,7777,49
7974,b001179464511001,7777,48
7975,b001179471411001,7777,49
7976,b001179471411001,7777,48
7977,1040,1007,386
7978,b001179513711001,7777,386
7979,b001179513711001,7777,386
7980,b001179559711001,7777,386
7981,b001179559711001,7777,386
7982,,1407,55
7983,b001179470911001,7777,55
7984,b001179470911001,7777,54
7985,1407,1017,20
7986,b001179470911001,7777,20
7987,b001179470911001,7777,19
7988,b001179514911001,7777,20
7989,b001179514911001,7777,19
7990,1021,500233520,854
7991,b001179556011001,7777,853
7992,b001179556011001,7777,853
7993,1806,1608,40
7994,b001179476211001,7777,39
7995,b001179476211001,7777,39
7996,b002179164211001,7777,39
7997,b002179164211001,7777,39
7998,1420,556829067,598
7999,b001179476911001,7777,598
8000,b001179476911001,7777,597
8001,1009,1616,119
8002,b001179534711001,7777,119
8003,b001179534711001,7777,118
8004,1950,1409,13
8005,b001179468211001,7777,13
8006,b001179468211001,7777,12
8007,b001179564811001,7777,12
8008,b001179564811001,7777,12
8009,1001,1030,35
8010,b001179533011001,7777,34
8011,b001179533011001,7777,34
8012,b001179541111001,7777,34
8013,b001179541111001,7777,34
8014,1009,1044,4
8015,b001179534711001,7777,3
8016,b001179534711001,7777,3
8017,503332065,99,22
8018,1017,1920,23
8019,b001179464211001,7777,23
8020,b001179464211001,7777,23
8021,b001179514911001,7777,23
8022,b001179514911001,7777,23
8023,1006,1009,5
8024,b001179534711001,7777,4
8025,b001179534711001,7777,4
8026,b001179534011001,7777,4
8027,b001179534011001,7777,4
8028,1950,1951,3
8029,b001179564811001,7777,3
8030,b001179564811001,7777,3
8031,1806,1017,15
8032,b001179476211001,7777,14
8033,b001179476211001,7777,14
8034,b001179514911001,7777,14
8035,b001179514911001,7777,14
8036,569253480,99,13
8037,569253480,99,4
8038,1407,1013,68
8039,b001179470911001,7777,68
8040,b001179470911001,7777,67
8041,b001179515911001,7777,67
8042,b001179515911001,7777,67
8043,1102,1710,2
8044,b001179515011001,7777,1
8045,b001179515011001,7777,1
8046,1000,1030,5
8047,b001179559911001,7777,5
8048,b001179559911001,7777,4
8049,1017,570636659,139
8050,b001179514911001,7777,139
8051,b001179514911001,7777,139
8052,1902,1613,28
8053,b002179163711001,7777,28
8054,b002179163711001,7777,27
8055,b001179476811001,7777,28
8056,b001179476811001,7777,27
8057,1616,1407,58
8058,b001179470911001,7777,57
8059,b001179470911001,7777,57
8060,1046,118809000,53
8061,b001179514211001,7777,52
8062,b001179514211001,7777,52
8063,1009,1409,72
8064,b001179534711001,7777,72
8065,b001179534711001,7777,72
8066,b001179468211001,7777,72
8067,b001179468211001,7777,72
8068,4001,1013,38
8069,b001179546111001,7777,38
8070,b001179546111001,7777,38
8071,b001179515911001,7777,38
8072,b001179515911001,7777,38
8073,569253480,99,2
8074,1902,1505,4
8075,b001179476811001,7777,4
8076,b001179476811001,7777,4
8077,b001179467311001,7777,11
8078,b001179467311001,7777,11
8079,1005,1409,5
8080,b001179554911001,7777,4
8081,b001179554911001,7777,4
8082,2703,1409,6
8083,9.72E+11,93,61
8084,b001179533011001,7777,61
8085,b001179533011001,7777,61
8086,1015,556205617,448
8087,b001179533211001,7777,448
8088,b001179533211001,7777,448
8089,1304,1017,49
8090,b001179514911001,7777,49
8091,b001179514911001,7777,49
8092,b001179494511001,7777,49
8093,b001179494511001,7777,49
8094,1910,1005,392
8095,b001179554911001,7777,392
8096,b001179554911001,7777,391
8097,553811925,99,24
8098,1001,1950,12
8099,b001179533011001,7777,12
8100,b001179533011001,7777,11
8101,b001179564811001,7777,12
8102,b001179564811001,7777,11
8103,1003,500453171,449
8104,b001179515111001,7777,449
8105,b001179515111001,7777,449
8106,1416,532267582,122
8107,b001179464111001,7777,122
8108,b001179464111001,7777,121
8109,1021,1420,1
8110,1001,1950,30
8111,b001179533011001,7777,29
8112,b001179533011001,7777,29
8113,b001179564811001,7777,29
8114,b001179564811001,7777,29
8115,2980,1422,2
8116,1030,1403,5
8117,b001179541111001,7777,5
8118,b001179541111001,7777,4
8119,1804,5001,188
8120,b001179526311001,7777,187
8121,b001179526311001,7777,187
8122,b001179536811001,7777,187
8123,b001179536811001,7777,187
8124,1034,1000,3
8125,b001179557711001,7777,2
8126,b001179557711001,7777,2
8127,1904,1415,1
8128,1049,1015,6
8129,b001179537211001,7777,6
8130,b001179537211001,7777,5
8131,1421,1019,2
8132,b001179484011001,7777,2
8133,b001179484011001,7777,2
8134,1001,1421,5
8135,b001179533011001,7777,4
8136,b001179533011001,7777,4
8137,1409,1022,80
8138,b001179468211001,7777,80
8139,b001179468211001,7777,80
8140,b001179514611001,7777,80
8141,b001179514611001,7777,80
8142,1010,114710055,57
8143,b001179567611001,7777,56
8144,b001179567611001,7777,56
8145,1009,2925,98
8146,b001179534711001,7777,98
8147,b001179534711001,7777,97
8148,1018,1618,72
8149,b001179517311001,7777,72
8150,b001179517311001,7777,71
8151,b002179164211001,7777,71
8152,b002179164211001,7777,71
8153,1000,1421,18
8154,b001179559911001,7777,18
8155,b001179559911001,7777,17
8156,b001179484011001,7777,18
8157,b001179484011001,7777,17
8158,1009,2925,356
8159,b001179534711001,7777,356
8160,b001179534711001,7777,356
8161,b001179526211001,7777,16
8162,b001179526211001,7777,16
8163,548662217,99,25
8164,1030,1403,1
8165,b001179541111001,7777,1
8166,b001179541111001,7777,1
8167,b001179465011001,7777,1
8168,b001179465011001,7777,1
8169,,1017,217
8170,b001179514911001,7777,216
8171,b001179514911001,7777,216
8172,1803,1414,12
8173,b001179477111001,7777,11
8174,b001179477111001,7777,11
8175,b001179473611001,7777,12
8176,b001179473611001,7777,12
8177,1040,1007,22
8178,b001179513711001,7777,22
8179,b001179513711001,7777,21
8180,b001179559711001,7777,22
8181,b001179559711001,7777,21
8182,541188175,99,28
8183,1000,1030,1
8184,b001179559911001,7777,1
8185,b001179559911001,7777,1
8186,1000,1031,2
8187,b001179559911001,7777,2
8188,b001179559911001,7777,1
8189,1030,1419,12
8190,b001179541111001,7777,11
8191,b001179541111001,7777,11
8192,b001179466911001,7777,11
8193,b001179466911001,7777,11
8194,1409,1010,16
8195,b001179468211001,7777,15
8196,b001179468211001,7777,15
8197,b001179567611001,7777,16
8198,b001179567611001,7777,15
8199,5001,1012,233
8200,b001179536811001,7777,233
8201,b001179536811001,7777,232
8202,b001179515911001,7777,233
8203,b001179515911001,7777,232
8204,2703,1407,150
8205,b001179470911001,7777,149
8206,b001179470911001,7777,149
8207,500671313,1019,1239
8208,b001179566411001,7777,1238
8209,b001179566411001,7777,1238
8210,546157896,90,161
8211,b001179533011001,7777,53
8212,b001179533011001,7777,53
8213,1409,1022,34
8214,b001179468211001,7777,34
8215,b001179468211001,7777,34
8216,b001179514611001,7777,34
8217,b001179514611001,7777,34
8218,1906,1920,12
8219,b001179464211001,7777,12
8220,b001179464211001,7777,12
8221,b001179461911001,7777,12
8222,b001179461911001,7777,12
8223,1009,1044,2
8224,b001179534711001,7777,2
8225,b001179534711001,7777,2
8226,1046,2802,64
8227,b001179514211001,7777,64
8228,b001179514211001,7777,63
8229,1040,1007,45
8230,b001179513711001,7777,44
8231,b001179513711001,7777,44
8232,b001179559711001,7777,45
8233,b001179559711001,7777,45
8234,1037,1001,167
8235,b001179533011001,7777,167
8236,b001179533011001,7777,166
8237,b001179566911001,7777,167
8238,b001179566911001,7777,166
8239,1100,1710,6
8240,b001179514511001,7777,6
8241,b001179514511001,7777,6
8242,1713,535822496,203
8243,b001179474211001,7777,203
8244,b001179474211001,7777,202
8245,582845680,99,22
8246,1609,8008912004,2920
8247,1426,1616,36
8248,b002179164211001,7777,36
8249,b002179164211001,7777,36
8250,b001179472111001,7777,36
8251,b001179472111001,7777,36
8252,b001179566811001,7777,36
8253,b001179566811001,7777,36
8254,1951,1950,12
8255,b001179522111001,7777,11
8256,b001179522111001,7777,11
8257,b001179564811001,7777,11
8258,b001179564811001,7777,11
8259,558909898,93,69
8260,b001179559911001,7777,69
8261,b001179559911001,7777,68
8262,1009,2802,39
8263,b001179534711001,7777,38
8264,b001179534711001,7777,38
8265,551134988,1017,144
8266,b001179514911001,7777,143
8267,b001179514911001,7777,143
8268,1421,1211,15
8269,b001179461511001,7777,15
8270,b001179461511001,7777,15
8271,b001179484011001,7777,15
8272,b001179484011001,7777,15
8273,582845680,93,715
8274,b001179559911001,7777,143
8275,b001179559911001,7777,143
8276,1009,2925,45
8277,b001179534711001,7777,44
8278,b001179534711001,7777,44
8279,1910,1005,3
